"job_id","company_name","job_title","salary_year_avg","skill_id","skills"
731368,"Inclusively","Director, Data Analyst - HYBRID","189309.0",219,"atlassian"
731368,"Inclusively","Director, Data Analyst - HYBRID","189309.0",233,"jira"
731368,"Inclusively","Director, Data Analyst - HYBRID","189309.0",234,"confluence"
310660,"Motional","Principal Data Analyst, AV Performance Analysis","189000.0",0,"sql"
310660,"Motional","Principal Data Analyst, AV Performance Analysis","189000.0",1,"python"
310660,"Motional","Principal Data Analyst, AV Performance Analysis","189000.0",5,"r"
310660,"Motional","Principal Data Analyst, AV Performance Analysis","189000.0",210,"git"
310660,"Motional","Principal Data Analyst, AV Performance Analysis","189000.0",218,"bitbucket"
310660,"Motional","Principal Data Analyst, AV Performance Analysis","189000.0",219,"atlassian"
310660,"Motional","Principal Data Analyst, AV Performance Analysis","189000.0",233,"jira"
310660,"Motional","Principal Data Analyst, AV Performance Analysis","189000.0",234,"confluence"
1749593,"SmartAsset","Principal Data Analyst","186000.0",0,"sql"
1749593,"SmartAsset","Principal Data Analyst","186000.0",1,"python"
1749593,"SmartAsset","Principal Data Analyst","186000.0",8,"go"
1749593,"SmartAsset","Principal Data Analyst","186000.0",80,"snowflake"
1749593,"SmartAsset","Principal Data Analyst","186000.0",93,"pandas"
1749593,"SmartAsset","Principal Data Analyst","186000.0",94,"numpy"
1749593,"SmartAsset","Principal Data Analyst","186000.0",181,"excel"
1749593,"SmartAsset","Principal Data Analyst","186000.0",182,"tableau"
1749593,"SmartAsset","Principal Data Analyst","186000.0",220,"gitlab"
387860,"Get It Recruit - Information Technology","ERM Data Analyst","184000.0",0,"sql"
387860,"Get It Recruit - Information Technology","ERM Data Analyst","184000.0",1,"python"
387860,"Get It Recruit - Information Technology","ERM Data Analyst","184000.0",5,"r"
1781684,"Robert Half","DTCC Data Analyst","170000.0",4,"java"
1781684,"Robert Half","DTCC Data Analyst","170000.0",8,"go"
1781684,"Robert Half","DTCC Data Analyst","170000.0",181,"excel"
987523,"Kelly Science, Engineering, Technology & Telecom","Azure Data Python Consultant - contract to HIRE - Citizen or Perm...","170000.0",0,"sql"
987523,"Kelly Science, Engineering, Technology & Telecom","Azure Data Python Consultant - contract to HIRE - Citizen or Perm...","170000.0",1,"python"
987523,"Kelly Science, Engineering, Technology & Telecom","Azure Data Python Consultant - contract to HIRE - Citizen or Perm...","170000.0",74,"azure"
987523,"Kelly Science, Engineering, Technology & Telecom","Azure Data Python Consultant - contract to HIRE - Citizen or Perm...","170000.0",75,"databricks"
987523,"Kelly Science, Engineering, Technology & Telecom","Azure Data Python Consultant - contract to HIRE - Citizen or Perm...","170000.0",183,"power bi"
1352513,"A-Line Staffing Solutions","REMOTE Director of Data Analytics","170000.0",0,"sql"
1352513,"A-Line Staffing Solutions","REMOTE Director of Data Analytics","170000.0",1,"python"
1352513,"A-Line Staffing Solutions","REMOTE Director of Data Analytics","170000.0",74,"azure"
1525451,"Uber","Manager, Data Analyst","167000.0",0,"sql"
1525451,"Uber","Manager, Data Analyst","167000.0",1,"python"
1525451,"Uber","Manager, Data Analyst","167000.0",5,"r"
1525451,"Uber","Manager, Data Analyst","167000.0",35,"swift"
1525451,"Uber","Manager, Data Analyst","167000.0",181,"excel"
1525451,"Uber","Manager, Data Analyst","167000.0",182,"tableau"
1525451,"Uber","Manager, Data Analyst","167000.0",185,"looker"
1246069,"Plexus Resource Solutions","Data Analyst","165000.0",1,"python"
1246069,"Plexus Resource Solutions","Data Analyst","165000.0",56,"mysql"
1246069,"Plexus Resource Solutions","Data Analyst","165000.0",76,"aws"
712473,"Get It Recruit - Information Technology","Data Analyst","165000.0",0,"sql"
712473,"Get It Recruit - Information Technology","Data Analyst","165000.0",1,"python"
712473,"Get It Recruit - Information Technology","Data Analyst","165000.0",5,"r"
712473,"Get It Recruit - Information Technology","Data Analyst","165000.0",7,"sas"
712473,"Get It Recruit - Information Technology","Data Analyst","165000.0",15,"matlab"
712473,"Get It Recruit - Information Technology","Data Analyst","165000.0",93,"pandas"
712473,"Get It Recruit - Information Technology","Data Analyst","165000.0",182,"tableau"
712473,"Get It Recruit - Information Technology","Data Analyst","165000.0",185,"looker"
712473,"Get It Recruit - Information Technology","Data Analyst","165000.0",186,"sas"
618890,"CEDARS-SINAI","Principal Data Intelligence Analyst - Cardiac - Remote","163500.0",7,"sas"
618890,"CEDARS-SINAI","Principal Data Intelligence Analyst - Cardiac - Remote","163500.0",8,"go"
618890,"CEDARS-SINAI","Principal Data Intelligence Analyst - Cardiac - Remote","163500.0",23,"crystal"
618890,"CEDARS-SINAI","Principal Data Intelligence Analyst - Cardiac - Remote","163500.0",182,"tableau"
618890,"CEDARS-SINAI","Principal Data Intelligence Analyst - Cardiac - Remote","163500.0",186,"sas"
918213,"DIRECTV","Senior - Data Analyst","160515.0",0,"sql"
918213,"DIRECTV","Senior - Data Analyst","160515.0",1,"python"
918213,"DIRECTV","Senior - Data Analyst","160515.0",3,"scala"
918213,"DIRECTV","Senior - Data Analyst","160515.0",5,"r"
918213,"DIRECTV","Senior - Data Analyst","160515.0",56,"mysql"
918213,"DIRECTV","Senior - Data Analyst","160515.0",57,"postgresql"
918213,"DIRECTV","Senior - Data Analyst","160515.0",65,"couchbase"
918213,"DIRECTV","Senior - Data Analyst","160515.0",74,"azure"
918213,"DIRECTV","Senior - Data Analyst","160515.0",75,"databricks"
918213,"DIRECTV","Senior - Data Analyst","160515.0",76,"aws"
918213,"DIRECTV","Senior - Data Analyst","160515.0",78,"redshift"
918213,"DIRECTV","Senior - Data Analyst","160515.0",79,"oracle"
918213,"DIRECTV","Senior - Data Analyst","160515.0",80,"snowflake"
918213,"DIRECTV","Senior - Data Analyst","160515.0",85,"watson"
918213,"DIRECTV","Senior - Data Analyst","160515.0",95,"pyspark"
918213,"DIRECTV","Senior - Data Analyst","160515.0",96,"airflow"
918213,"DIRECTV","Senior - Data Analyst","160515.0",169,"linux"
918213,"DIRECTV","Senior - Data Analyst","160515.0",182,"tableau"
918213,"DIRECTV","Senior - Data Analyst","160515.0",194,"ssis"
918213,"DIRECTV","Senior - Data Analyst","160515.0",200,"cognos"
918213,"DIRECTV","Senior - Data Analyst","160515.0",204,"visio"
182813,"Get It Recruit - Information Technology","Principal Data Analyst","160000.0",0,"sql"
182813,"Get It Recruit - Information Technology","Principal Data Analyst","160000.0",1,"python"
182813,"Get It Recruit - Information Technology","Principal Data Analyst","160000.0",5,"r"
182813,"Get It Recruit - Information Technology","Principal Data Analyst","160000.0",7,"sas"
182813,"Get It Recruit - Information Technology","Principal Data Analyst","160000.0",61,"sql server"
182813,"Get It Recruit - Information Technology","Principal Data Analyst","160000.0",74,"azure"
182813,"Get It Recruit - Information Technology","Principal Data Analyst","160000.0",183,"power bi"
182813,"Get It Recruit - Information Technology","Principal Data Analyst","160000.0",186,"sas"
182813,"Get It Recruit - Information Technology","Principal Data Analyst","160000.0",197,"ssrs"
475626,"Realtime Recruitment","Principal Data Analyst","160000.0",80,"snowflake"
475626,"Realtime Recruitment","Principal Data Analyst","160000.0",183,"power bi"
475626,"Realtime Recruitment","Principal Data Analyst","160000.0",185,"looker"
783771,"Robert Half","SQL DEVELOPER / DATA ANALYST (Insurance industry Experience) ...","160000.0",0,"sql"
783771,"Robert Half","SQL DEVELOPER / DATA ANALYST (Insurance industry Experience) ...","160000.0",4,"java"
266799,"Uber","Applied Scientist - Maps","157500.0",0,"sql"
266799,"Uber","Applied Scientist - Maps","157500.0",1,"python"
266799,"Uber","Applied Scientist - Maps","157500.0",5,"r"
266799,"Uber","Applied Scientist - Maps","157500.0",92,"spark"
485388,"Edgewater Federal Solutions, Inc.","System Data Analyst","157500.0",0,"sql"
485388,"Edgewater Federal Solutions, Inc.","System Data Analyst","157500.0",8,"go"
485388,"Edgewater Federal Solutions, Inc.","System Data Analyst","157500.0",79,"oracle"
25761,"CaptivateIQ","Data Analyst - Remote","155485.5",0,"sql"
25761,"CaptivateIQ","Data Analyst - Remote","155485.5",1,"python"
25761,"CaptivateIQ","Data Analyst - Remote","155485.5",5,"r"
25761,"CaptivateIQ","Data Analyst - Remote","155485.5",182,"tableau"
25761,"CaptivateIQ","Data Analyst - Remote","155485.5",185,"looker"
25761,"CaptivateIQ","Data Analyst - Remote","155485.5",206,"datarobot"
105157,"Motion Recruitment","Lead Data Analyst","155000.0",0,"sql"
105157,"Motion Recruitment","Lead Data Analyst","155000.0",1,"python"
105157,"Motion Recruitment","Lead Data Analyst","155000.0",3,"scala"
105157,"Motion Recruitment","Lead Data Analyst","155000.0",4,"java"
105157,"Motion Recruitment","Lead Data Analyst","155000.0",13,"c++"
105157,"Motion Recruitment","Lead Data Analyst","155000.0",78,"redshift"
105157,"Motion Recruitment","Lead Data Analyst","155000.0",80,"snowflake"
105157,"Motion Recruitment","Lead Data Analyst","155000.0",92,"spark"
105157,"Motion Recruitment","Lead Data Analyst","155000.0",96,"airflow"
105157,"Motion Recruitment","Lead Data Analyst","155000.0",97,"hadoop"
105157,"Motion Recruitment","Lead Data Analyst","155000.0",182,"tableau"
795614,"Zscaler","Staff Business Data Analyst (Remote U.S. OK)","152625.0",0,"sql"
795614,"Zscaler","Staff Business Data Analyst (Remote U.S. OK)","152625.0",97,"hadoop"
795614,"Zscaler","Staff Business Data Analyst (Remote U.S. OK)","152625.0",181,"excel"
795614,"Zscaler","Staff Business Data Analyst (Remote U.S. OK)","152625.0",182,"tableau"
795614,"Zscaler","Staff Business Data Analyst (Remote U.S. OK)","152625.0",185,"looker"
565646,"Zscaler","Staff Business Data Analyst (Remote U.S. OK)","152625.0",0,"sql"
565646,"Zscaler","Staff Business Data Analyst (Remote U.S. OK)","152625.0",97,"hadoop"
565646,"Zscaler","Staff Business Data Analyst (Remote U.S. OK)","152625.0",181,"excel"
565646,"Zscaler","Staff Business Data Analyst (Remote U.S. OK)","152625.0",182,"tableau"
565646,"Zscaler","Staff Business Data Analyst (Remote U.S. OK)","152625.0",185,"looker"
540057,"Rocket Money","Lead Data Analyst, Growth (Remote)","152500.0",0,"sql"
540057,"Rocket Money","Lead Data Analyst, Growth (Remote)","152500.0",185,"looker"
72957,"US Patent and Trademark Office","Management & Program Analyst (Data Analytics)","152221.5",0,"sql"
72957,"US Patent and Trademark Office","Management & Program Analyst (Data Analytics)","152221.5",5,"r"
72957,"US Patent and Trademark Office","Management & Program Analyst (Data Analytics)","152221.5",8,"go"
72957,"US Patent and Trademark Office","Management & Program Analyst (Data Analytics)","152221.5",75,"databricks"
72957,"US Patent and Trademark Office","Management & Program Analyst (Data Analytics)","152221.5",182,"tableau"
72957,"US Patent and Trademark Office","Management & Program Analyst (Data Analytics)","152221.5",201,"alteryx"
456042,"Get It Recruit - Healthcare","Data Analyst","151500.0",0,"sql"
456042,"Get It Recruit - Healthcare","Data Analyst","151500.0",1,"python"
456042,"Get It Recruit - Healthcare","Data Analyst","151500.0",5,"r"
73304,"Patterned Learning AI","Mid-Level Data Analyst","150000.0",0,"sql"
73304,"Patterned Learning AI","Mid-Level Data Analyst","150000.0",181,"excel"
73304,"Patterned Learning AI","Mid-Level Data Analyst","150000.0",182,"tableau"
73304,"Patterned Learning AI","Mid-Level Data Analyst","150000.0",192,"sheets"
591850,"Patterned Learning AI","Mid-Level Data BI Analyst","150000.0",0,"sql"
591850,"Patterned Learning AI","Mid-Level Data BI Analyst","150000.0",2,"nosql"
591850,"Patterned Learning AI","Mid-Level Data BI Analyst","150000.0",22,"vba"
591850,"Patterned Learning AI","Mid-Level Data BI Analyst","150000.0",79,"oracle"
591850,"Patterned Learning AI","Mid-Level Data BI Analyst","150000.0",97,"hadoop"
591850,"Patterned Learning AI","Mid-Level Data BI Analyst","150000.0",181,"excel"
591850,"Patterned Learning AI","Mid-Level Data BI Analyst","150000.0",182,"tableau"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5",0,"sql"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5",1,"python"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5",2,"nosql"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5",5,"r"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5",7,"sas"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5",22,"vba"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5",67,"db2"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5",79,"oracle"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5",97,"hadoop"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5",181,"excel"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5",182,"tableau"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5",186,"sas"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5",191,"microstrategy"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5",199,"spss"
1694004,"EXL Service","Manager - Data Analyst","147285.0",0,"sql"
1694004,"EXL Service","Manager - Data Analyst","147285.0",1,"python"
1694004,"EXL Service","Manager - Data Analyst","147285.0",7,"sas"
1694004,"EXL Service","Manager - Data Analyst","147285.0",16,"t-sql"
1694004,"EXL Service","Manager - Data Analyst","147285.0",80,"snowflake"
1694004,"EXL Service","Manager - Data Analyst","147285.0",97,"hadoop"
1694004,"EXL Service","Manager - Data Analyst","147285.0",181,"excel"
1694004,"EXL Service","Manager - Data Analyst","147285.0",186,"sas"
1694004,"EXL Service","Manager - Data Analyst","147285.0",194,"ssis"
1329162,"Hire With Jarvis","Data Analyst - up to 160K+","145000.0",0,"sql"
1329162,"Hire With Jarvis","Data Analyst - up to 160K+","145000.0",181,"excel"
1329162,"Hire With Jarvis","Data Analyst - up to 160K+","145000.0",182,"tableau"
1329162,"Hire With Jarvis","Data Analyst - up to 160K+","145000.0",183,"power bi"
712558,"ALTA IT Services","Data Scientist Analyst","145000.0",0,"sql"
712558,"ALTA IT Services","Data Scientist Analyst","145000.0",1,"python"
712558,"ALTA IT Services","Data Scientist Analyst","145000.0",5,"r"
712558,"ALTA IT Services","Data Scientist Analyst","145000.0",7,"sas"
712558,"ALTA IT Services","Data Scientist Analyst","145000.0",181,"excel"
712558,"ALTA IT Services","Data Scientist Analyst","145000.0",182,"tableau"
712558,"ALTA IT Services","Data Scientist Analyst","145000.0",183,"power bi"
712558,"ALTA IT Services","Data Scientist Analyst","145000.0",186,"sas"
479485,"Level","Data Analyst","145000.0",0,"sql"
479485,"Level","Data Analyst","145000.0",1,"python"
479485,"Level","Data Analyst","145000.0",5,"r"
479485,"Level","Data Analyst","145000.0",27,"golang"
479485,"Level","Data Analyst","145000.0",59,"elasticsearch"
479485,"Level","Data Analyst","145000.0",76,"aws"
479485,"Level","Data Analyst","145000.0",77,"bigquery"
479485,"Level","Data Analyst","145000.0",81,"gcp"
479485,"Level","Data Analyst","145000.0",93,"pandas"
479485,"Level","Data Analyst","145000.0",106,"scikit-learn"
479485,"Level","Data Analyst","145000.0",185,"looker"
479485,"Level","Data Analyst","145000.0",213,"kubernetes"
405581,"CyberCoders","Data Analyst","145000.0",1,"python"
405581,"CyberCoders","Data Analyst","145000.0",4,"java"
405581,"CyberCoders","Data Analyst","145000.0",5,"r"
405581,"CyberCoders","Data Analyst","145000.0",9,"javascript"
405581,"CyberCoders","Data Analyst","145000.0",13,"c++"
405581,"CyberCoders","Data Analyst","145000.0",182,"tableau"
405581,"CyberCoders","Data Analyst","145000.0",183,"power bi"
405581,"CyberCoders","Data Analyst","145000.0",187,"qlik"
1090975,"Uber","Data Analyst","140500.0",0,"sql"
1090975,"Uber","Data Analyst","140500.0",1,"python"
1090975,"Uber","Data Analyst","140500.0",5,"r"
1090975,"Uber","Data Analyst","140500.0",35,"swift"
1090975,"Uber","Data Analyst","140500.0",181,"excel"
1090975,"Uber","Data Analyst","140500.0",182,"tableau"
1090975,"Uber","Data Analyst","140500.0",185,"looker"
149006,"Insight Global","People Data Analyst","140500.0",0,"sql"
149006,"Insight Global","People Data Analyst","140500.0",1,"python"
149006,"Insight Global","People Data Analyst","140500.0",79,"oracle"
1049000,"Sisense","Sr. Data Analyst","140000.0",0,"sql"
1049000,"Sisense","Sr. Data Analyst","140000.0",1,"python"
1049000,"Sisense","Sr. Data Analyst","140000.0",5,"r"
1049000,"Sisense","Sr. Data Analyst","140000.0",80,"snowflake"
208403,"Insight Global","Data Manager","140000.0",2,"nosql"
762220,"IT Pros","Qlik/Power BI Data Analyst | $130K-$150K + ESOP |100% USA-Remote","140000.0",77,"bigquery"
762220,"IT Pros","Qlik/Power BI Data Analyst | $130K-$150K + ESOP |100% USA-Remote","140000.0",183,"power bi"
762220,"IT Pros","Qlik/Power BI Data Analyst | $130K-$150K + ESOP |100% USA-Remote","140000.0",187,"qlik"
1300702,"Revolut","Data Analyst (Product Data Analyst)","139000.0",0,"sql"
1300702,"Revolut","Data Analyst (Product Data Analyst)","139000.0",1,"python"
1300702,"Revolut","Data Analyst (Product Data Analyst)","139000.0",3,"scala"
1300702,"Revolut","Data Analyst (Product Data Analyst)","139000.0",4,"java"
1300702,"Revolut","Data Analyst (Product Data Analyst)","139000.0",13,"c++"
388392,"United Services Automobile Association","Digital Marketing Data Analyst (Hybrid)","138640.0",0,"sql"
388392,"United Services Automobile Association","Digital Marketing Data Analyst (Hybrid)","138640.0",2,"nosql"
388392,"United Services Automobile Association","Digital Marketing Data Analyst (Hybrid)","138640.0",9,"javascript"
388392,"United Services Automobile Association","Digital Marketing Data Analyst (Hybrid)","138640.0",80,"snowflake"
388392,"United Services Automobile Association","Digital Marketing Data Analyst (Hybrid)","138640.0",97,"hadoop"
388392,"United Services Automobile Association","Digital Marketing Data Analyst (Hybrid)","138640.0",137,"phoenix"
388392,"United Services Automobile Association","Digital Marketing Data Analyst (Hybrid)","138640.0",182,"tableau"
1482852,"Overmind","Data Analyst","138500.0",0,"sql"
1482852,"Overmind","Data Analyst","138500.0",1,"python"
350382,"Get It Recruit - Information Technology","Lead I - Power BI Data Analyst","138000.0",0,"sql"
350382,"Get It Recruit - Information Technology","Lead I - Power BI Data Analyst","138000.0",2,"nosql"
350382,"Get It Recruit - Information Technology","Lead I - Power BI Data Analyst","138000.0",61,"sql server"
350382,"Get It Recruit - Information Technology","Lead I - Power BI Data Analyst","138000.0",74,"azure"
350382,"Get It Recruit - Information Technology","Lead I - Power BI Data Analyst","138000.0",183,"power bi"
350382,"Get It Recruit - Information Technology","Lead I - Power BI Data Analyst","138000.0",184,"dax"
835092,"Insight Global, Inc.","Secret Data Analyst Remote / Telecommute Jobs","137500.0",195,"sharepoint"
740073,"WhiteCrow","Data Analytics Manager","137000.0",181,"excel"
740073,"WhiteCrow","Data Analytics Manager","137000.0",196,"powerpoint"
479965,"InvestM Technology LLC","Data Analyst","135000.0",0,"sql"
479965,"InvestM Technology LLC","Data Analyst","135000.0",181,"excel"
479965,"InvestM Technology LLC","Data Analyst","135000.0",183,"power bi"
513988,"Get It Recruit - Hospitality","Data Analyst - Advanced Analytics","135000.0",0,"sql"
513988,"Get It Recruit - Hospitality","Data Analyst - Advanced Analytics","135000.0",1,"python"
513988,"Get It Recruit - Hospitality","Data Analyst - Advanced Analytics","135000.0",5,"r"
513988,"Get It Recruit - Hospitality","Data Analyst - Advanced Analytics","135000.0",7,"sas"
513988,"Get It Recruit - Hospitality","Data Analyst - Advanced Analytics","135000.0",186,"sas"
777802,"Robert Half","Lead Data Analyst / SQL Developer","135000.0",0,"sql"
777802,"Robert Half","Lead Data Analyst / SQL Developer","135000.0",1,"python"
777802,"Robert Half","Lead Data Analyst / SQL Developer","135000.0",8,"go"
777802,"Robert Half","Lead Data Analyst / SQL Developer","135000.0",26,"c"
777802,"Robert Half","Lead Data Analyst / SQL Developer","135000.0",61,"sql server"
1326467,"EPIC Brokers","Data Analyst","135000.0",181,"excel"
990420,"Get It Recruit - Information Technology","Data Insights Analyst III","132500.0",0,"sql"
990420,"Get It Recruit - Information Technology","Data Insights Analyst III","132500.0",1,"python"
990420,"Get It Recruit - Information Technology","Data Insights Analyst III","132500.0",5,"r"
990420,"Get It Recruit - Information Technology","Data Insights Analyst III","132500.0",182,"tableau"
311931,"SoftDev Incorporated","Data Analyst III","132500.0",0,"sql"
311931,"SoftDev Incorporated","Data Analyst III","132500.0",1,"python"
311931,"SoftDev Incorporated","Data Analyst III","132500.0",5,"r"
311931,"SoftDev Incorporated","Data Analyst III","132500.0",192,"sheets"
262837,"Osmind","Quantitative Scientist (Remote)","132500.0",0,"sql"
262837,"Osmind","Quantitative Scientist (Remote)","132500.0",1,"python"
262837,"Osmind","Quantitative Scientist (Remote)","132500.0",5,"r"
92703,"Launch Consulting Group","Sr. Data Analyst","130000.0",0,"sql"
92703,"Launch Consulting Group","Sr. Data Analyst","130000.0",74,"azure"
92703,"Launch Consulting Group","Sr. Data Analyst","130000.0",76,"aws"
92703,"Launch Consulting Group","Sr. Data Analyst","130000.0",80,"snowflake"
92703,"Launch Consulting Group","Sr. Data Analyst","130000.0",181,"excel"
92703,"Launch Consulting Group","Sr. Data Analyst","130000.0",182,"tableau"
92703,"Launch Consulting Group","Sr. Data Analyst","130000.0",183,"power bi"
92703,"Launch Consulting Group","Sr. Data Analyst","130000.0",184,"dax"
92703,"Launch Consulting Group","Sr. Data Analyst","130000.0",204,"visio"
92703,"Launch Consulting Group","Sr. Data Analyst","130000.0",215,"flow"
92703,"Launch Consulting Group","Sr. Data Analyst","130000.0",233,"jira"
1686779,"Get It Recruit - Information Technology","Data Insights Manager","130000.0",0,"sql"
1686779,"Get It Recruit - Information Technology","Data Insights Manager","130000.0",1,"python"
1686779,"Get It Recruit - Information Technology","Data Insights Manager","130000.0",5,"r"
1686779,"Get It Recruit - Information Technology","Data Insights Manager","130000.0",61,"sql server"
1686779,"Get It Recruit - Information Technology","Data Insights Manager","130000.0",181,"excel"
1686779,"Get It Recruit - Information Technology","Data Insights Manager","130000.0",182,"tableau"
1686779,"Get It Recruit - Information Technology","Data Insights Manager","130000.0",183,"power bi"
1209798,"Doximity","Data Analyst","130000.0",0,"sql"
1209798,"Doximity","Data Analyst","130000.0",1,"python"
1209798,"Doximity","Data Analyst","130000.0",92,"spark"
1209798,"Doximity","Data Analyst","130000.0",93,"pandas"
1209798,"Doximity","Data Analyst","130000.0",94,"numpy"
1209798,"Doximity","Data Analyst","130000.0",168,"unix"
1209798,"Doximity","Data Analyst","130000.0",210,"git"
1209798,"Doximity","Data Analyst","130000.0",216,"github"
447569,"Kforce Technology Staffing","Lead Data Analyst","130000.0",0,"sql"
447569,"Kforce Technology Staffing","Lead Data Analyst","130000.0",1,"python"
447569,"Kforce Technology Staffing","Lead Data Analyst","130000.0",5,"r"
447569,"Kforce Technology Staffing","Lead Data Analyst","130000.0",75,"databricks"
447569,"Kforce Technology Staffing","Lead Data Analyst","130000.0",76,"aws"
447569,"Kforce Technology Staffing","Lead Data Analyst","130000.0",78,"redshift"
447569,"Kforce Technology Staffing","Lead Data Analyst","130000.0",80,"snowflake"
447569,"Kforce Technology Staffing","Lead Data Analyst","130000.0",182,"tableau"
1531276,"Alpha Silicon","System Data Analyst","130000.0",0,"sql"
1531276,"Alpha Silicon","System Data Analyst","130000.0",1,"python"
1531276,"Alpha Silicon","System Data Analyst","130000.0",192,"sheets"
1531276,"Alpha Silicon","System Data Analyst","130000.0",215,"flow"
21451,"ApTask","Data Analyst must have telecom domain experince","130000.0",0,"sql"
21451,"ApTask","Data Analyst must have telecom domain experince","130000.0",1,"python"
21451,"ApTask","Data Analyst must have telecom domain experince","130000.0",192,"sheets"
21451,"ApTask","Data Analyst must have telecom domain experince","130000.0",215,"flow"
1566076,"Lonza","Manager, Data Analytics (Bioscience) - Remote","129000.0",1,"python"
1566076,"Lonza","Manager, Data Analytics (Bioscience) - Remote","129000.0",183,"power bi"
1791785,"Cash App","Marketing Data Analyst (Remote)","127000.0",0,"sql"
1791785,"Cash App","Marketing Data Analyst (Remote)","127000.0",8,"go"
1791785,"Cash App","Marketing Data Analyst (Remote)","127000.0",26,"c"
1791785,"Cash App","Marketing Data Analyst (Remote)","127000.0",250,"twilio"
1148444,"Acorns","Data Analyst","127000.0",198,"outlook"
592669,"ICF","Behavioral Health Data Analyst- REMOTE","126452.0",0,"sql"
